"ID","State","Name","County","Lat","Lon","Combust","Fuel","FuelCat","Capacity","HeatInput","NetGen","NOX","SO2","CO2","CoalGen","OilGen","GasGen","NuclearGen","HydroGen","BiomassGen","WindGen","SolarGen","GeoGen","OtherFossilGen","OtherGen","NonRenewGen","RenewGen","CombGen","NonCombGen","CoalPortion","CapFac","SO2OutRate","CO2OutRate","NOXOutRate","NOXInRate","CO2InRate","SO2InRate"
1055,"CO","Cameo","Mesa",39.1486,-108.3189,1,"BIT","COAL",75,4944952.3,359778,1400.72,2230.41,506549.2,345507.8,0,14270.2,0,0,0,0,0,0,0,0,359778,0,359778,0,0.96033609614818,0.547607305936073,0.00619940630055201,1.40794934654148,0.00389328975090195,0.000283262590824182,0.102437631198182,0.000451047829116572
1056,"CO","Carson Solar I","El Paso",38.7228,-104.7817,0,"SUN","SOLAR",2,0,3037,0,0,0,0,0,0,0,0,0,0,3037,0,0,0,0,3037,0,3037,0,0.173344748858448,0,0,0,NA,NA,NA
1057,"CO","Cedar Creek Wind","Weld",40.8571,-104.1173,0,"WND","WIND",300.5,0,841206,0,0,0,0,0,0,0,0,0,841206,0,0,0,0,0,841206,0,841206,0,0.319561005629886,0,0,0,NA,NA,NA
1058,"CO","Cherokee","Adams",39.8034,-104.9458,1,"BIT","COAL",801.3,42920269.2,3671765,8861.29,7441.11,4410971.9,3545433.6,1.5,126329.9,0,0,0,0,0,0,0,0,3671765,0,3671765,0,0.965593822044711,0.523089049928569,0.00202657577486577,1.20132195279382,0.00241335978745917,0.000206459329476899,0.102771300884571,0.000173370534218364
1059,"CO","Colorado Energy Nations Company","Jefferson",39.7606,-105.215,1,"BIT","COAL",35.4,1102950.5,193433.2,481.54,386.7,108600.7,172472,0,20961.2,0,0,0,0,0,0,0,0,193433.2,0,193433.2,0,0.891635975623626,0.623768800144468,0.00199913975470602,0.561437746984489,0.00248943821432929,0.000436592576004091,0.0984638023193244,0.000350605036218761
1060,"CO","Colorado Green Holdings LLC","Prowers",37.7033,-102.6231,0,"WND","WIND",162,0,318339,0,0,0,0,0,0,0,0,0,318339,0,0,0,0,0,318339,0,318339,0,0.224321410451547,0,0,0,NA,NA,NA
1061,"CO","Comanche","Pueblo",38.2081,-104.5747,1,"SUB","COAL",1635.3,69231467.2,6039435,3876.91,2569.21,7218633.3,5905477.9,0,133957.1,0,0,0,0,0,0,0,0,6039435,0,6039435,0,0.977819597362998,0.421594336927831,0.000425405687783708,1.19524977088089,0.000641932564883967,5.59992465391518e-05,0.104268096458889,3.71104369719323e-05
1062,"CO","Craig","Moffat",40.4627,-107.5912,1,"SUB","COAL",1427.6,102468731.8,9752406,14801.04,3381.77,10804841.2,9740255.4,717.1,11433.5,0,0,0,0,0,0,0,0,9752406,0,9752406,0,0.998754092067127,0.779832135166982,0.000346762634779561,1.10791544158436,0.00151768086767512,0.000144444453834843,0.105445251543554,3.30029457825299e-05
1063,"CO","Crystal","Montrose",38.4703,-107.8744,0,"WAT","HYDRO",28,0,150971,0,0,0,0,0,0,0,150971,0,0,0,0,0,0,0,150971,0,150971,0,0.615504729288976,0,0,0,NA,NA,NA
1064,"CO","DADS Gas Recovery","Arapahoe",39.6522,-104.7161,1,"LFG","BIOMASS",3.2,249164,19656,0,0,0,0,0,0,0,0,19656,0,0,0,0,0,0,19656,19656,0,0,0.701198630136986,0,0,0,0,0,0
1065,"CO","Delta","Delta",38.7314,-108.0708,1,"NG","GAS",4.8,4797,418,3.48,0.03,290.5,0,36.6,381.4,0,0,0,0,0,0,0,0,418,0,418,0,0,0.0099410197869102,7.17703349282297e-05,0.694976076555024,0.00832535885167464,0.000725453408380238,0.060558682509902,6.25390869293308e-06
1066,"CO","DIA","Denver",39.8617,-104.6731,0,"SUN","SOLAR",1.9,0,3449.2,0,0,0,0,0,0,0,0,0,0,3449.2,0,0,0,0,3449.2,0,3449.2,0,0.207233838019707,0,0,0,NA,NA,NA
1067,"CO","Dillon Hydro Plant","Summit",39.6519,-106.1194,0,"WAT","HYDRO",1.8,0,6874.6,0,0,0,0,0,0,0,6874.6,0,0,0,0,0,0,0,6874.6,0,6874.6,0,0.435984271943176,0,0,0,NA,NA,NA
1068,"CO","Estes","Larimer",40.377,-105.5096,0,"WAT","HYDRO",45,0,91036,0,0,0,0,0,0,0,91036,0,0,0,0,0,0,0,91036,0,91036,0,0.230938609842719,0,0,0,NA,NA,NA
1069,"CO","Flatiron","Larimer",40.3657,-105.2368,0,"WAT","HYDRO",94.5,0,170742,0,0,0,0,0,0,0,170742,0,0,0,0,0,0,0,170742,0,170742,0,0.206254982967312,0,0,0,NA,NA,NA
1070,"CO","Foothills Hydro Plant","Denver",39.8469,-105.4,0,"WAT","HYDRO",3.1,0,11957.2,0,0,0,0,0,0,0,11957.2,0,0,0,0,0,0,0,11957.2,0,11957.2,0,0.440315215790249,0,0,0,NA,NA,NA
1071,"CO","Fort Lupton","Weld",40.09,-104.7983,1,"NG","GAS",78.4,47180,3181,6.53,0.13,2786.7,0,76.4,3104.6,0,0,0,0,0,0,0,0,3181,0,3181,0,0,0.00463173283011835,4.0867651681861e-05,0.876045268783401,0.00205281358063502,0.000138406104281475,0.0590652818991098,2.75540483255617e-06
1072,"CO","Fort St Vrain","Weld",40.2461,-104.8742,1,"NG","GAS",1147.9,26285879.9,3347997,558.38,7.89,1563727.5,0,0,3347997,0,0,0,0,0,0,0,0,3347997,0,3347997,0,0,0.332948373861978,2.35663293605102e-06,0.467063590558773,0.000166780316708766,2.12425835514831e-05,0.0594892583375153,3.0016115229987e-07
1073,"CO","Fountain Valley Power Facility","El Paso",38.5569,-104.6875,1,"NG","GAS",228,4693561.6,431398,217.81,1.41,279218.5,0,0,431398,0,0,0,0,0,0,0,0,431398,0,431398,0,0,0.215992750140191,3.26844352546836e-06,0.647241062777296,0.000504893393107988,4.64061236567131e-05,0.0594896847630593,3.00411525439445e-07
1074,"CO","Frank Knutson","Adams",39.9414,-104.6817,1,"NG","GAS",154.2,514734.1,41530.6,8.19,0.68,31138.6,0,1863.6,39667,0,0,0,0,0,0,0,0,41530.6,0,41530.6,0,0,0.0307453701236016,1.63734692010229e-05,0.749774864798486,0.000197203989347614,1.59111277065188e-05,0.0604945349453242,1.32107043228727e-06
1075,"CO","Front Range Power Plant","El Paso",38.6281,-104.7069,1,"NG","GAS",541,11975645.8,1462026,193.18,3.59,712407,0,0,1462026,0,0,0,0,0,0,0,0,1462026,0,1462026,0,0,0.30849897450181,2.45549668747341e-06,0.487273824131719,0.000132131713115909,1.61310716120211e-05,0.0594879818506322,2.99775065157655e-07
1076,"CO","Fruita","Mesa",39.1622,-108.7242,1,"NG","GAS",28.8,23432,579,3.24,0.05,1375.8,0,5.3,573.7,0,0,0,0,0,0,0,0,579,0,579,0,0,0.00229499619482496,8.63557858376511e-05,2.37616580310881,0.00559585492227979,0.000138272447934449,0.0587145783543872,2.13383407306248e-06
1077,"CO","George Birdsall","El Paso",38.8318,-104.825,1,"NG","GAS",59.6,61424.5,3689,5.79,0.11,3593.6,0,0,3689,0,0,0,0,0,0,0,0,3689,0,3689,0,0,0.00706575036008703,2.9818378964489e-05,0.974139333152616,0.00156953103822174,9.42620615552426e-05,0.0585043427296926,1.7908163680616e-06
1078,"CO","Georgetown","Clear Creek",39.7064,-105.6978,0,"WAT","HYDRO",1.3,0,4224,0,0,0,0,0,0,0,4224,0,0,0,0,0,0,0,4224,0,4224,0,0.370916754478398,0,0,0,NA,NA,NA
1079,"CO","Greater Sandhill I","ALAMOSA",37.6856,-105.8917,0,"SUN","SOLAR",19,0,8162,0,0,0,0,0,0,0,0,0,0,8162,0,0,0,0,8162,0,8162,0,0.0490386926219659,0,0,0,NA,NA,NA
1080,"CO","Green Mountain","Summit",40.1375,-106.43,0,"WAT","HYDRO",26,0,50209,0,0,0,0,0,0,0,50209,0,0,0,0,0,0,0,50209,0,50209,0,0.220446961714085,0,0,0,NA,NA,NA
1081,"CO","Gross Hydro Plant","Jefferson",39.8469,-105.4,0,"WAT","HYDRO",7.8,0,15430.1,0,0,0,0,0,0,0,15430.1,0,0,0,0,0,0,0,15430.1,0,15430.1,0,0.225823966748624,0,0,0,NA,NA,NA
1082,"CO","Hayden","Routt",40.4856,-107.185,1,"BIT","COAL",465.4,40143735.2,3513670,7482.63,2626.41,4141441.3,3511053.9,1275.9,1340.2,0,0,0,0,0,0,0,0,3513670,0,3513670,0,0.999255450853381,0.86184761770206,0.000747483400547006,1.1786654125174,0.00212957676731167,0.000186395958490679,0.103165320301336,6.5425152565275e-05
1083,"CO","Hillcrest Pump Station","Jefferson",39.8469,-105.4,0,"WAT","HYDRO",2,0,9470.3,0,0,0,0,0,0,0,9470.3,0,0,0,0,0,0,0,9470.3,0,9470.3,0,0.540542237442922,0,0,0,NA,NA,NA
1084,"CO","Holly","Prowers",38.055,-102.2004,1,"DFO","OIL",2.9,186,7,0.23,0.01,15.2,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0.000275547157927885,0.00142857142857143,2.17142857142857,0.0328571428571429,0.00123655913978495,0.0817204301075269,5.37634408602151e-05
1085,"CO","Kit Carson Windpower LLC","Kit Carson",39.3383,-102.3533,0,"WND","WIND",51,0,26899,0,0,0,0,0,0,0,0,0,26899,0,0,0,0,0,26899,0,26899,0,0.0602090607932671,0,0,0,NA,NA,NA
1086,"CO","Lamar Plant","Prowers",38.0921,-102.6148,0.5,"SUB","COAL",55.7,4049988.6,117578,642.38,691.02,425908.1,101490.5,0,12.6,0,0,0,16075,0,0,0,0,101503,16075,101503,16075,0.863175934273419,0.240972102670044,0.00587711986936332,3.6223451666128,0.00546343703754104,0.000158612792144649,0.105162789840939,0.000170622702493533
1087,"CO","Limon Generating Station","Lincoln",39.2038,-103.7005,1,"NG","GAS",154.2,162784.9,12536,4.98,0.69,10745.8,0,3853.4,8682.6,0,0,0,0,0,0,0,0,12536,0,12536,0,0,0.00928048137685151,5.50414805360562e-05,0.857195277600511,0.000397255902999362,3.0592518102109e-05,0.0660122652653901,4.23872238764161e-06
1088,"CO","Logan Wind Energy","Logan",40.9535,-103.1452,0,"WND","WIND",201,0,582146,0,0,0,0,0,0,0,0,0,582146,0,0,0,0,0,582146,0,582146,0,0.330622004134578,0,0,0,NA,NA,NA
1089,"CO","Lower Molina","Mesa",39.0128,-108.4664,0,"WAT","HYDRO",4.8,0,15015,0,0,0,0,0,0,0,15015,0,0,0,0,0,0,0,15015,0,15015,0,0.357091894977169,0,0,0,NA,NA,NA
1090,"CO","Manchief Electric Generating Station","Morgan",40.2179,-103.686,1,"NG","GAS",300,2028528,187075,60.23,0.61,120676.7,0,0,187075,0,0,0,0,0,0,0,0,187075,0,187075,0,0,0.0711853120243531,3.26072430843245e-06,0.645071228117065,0.000321956434585059,2.96914807190238e-05,0.0594897876686937,3.0071066310152e-07
1091,"CO","Manitou Springs","El Paso",38.6958,-104.6975,0,"WAT","HYDRO",6,0,23709,0,0,0,0,0,0,0,23709,0,0,0,0,0,0,0,23709,0,23709,0,0.451084474885845,0,0,0,NA,NA,NA
1092,"CO","Martin Drake","El Paso",38.8244,-104.8331,1,"BIT","COAL",257,19004948.2,1624546,3415.32,6033.7,1977596.5,1615172.4,0,9373.6,0,0,0,0,0,0,0,0,1624546,0,1624546,0,0.994230018725232,0.721597107474726,0.0037140838117234,1.21732256273445,0.00210232274124586,0.000179706882863275,0.104056926606093,0.000317480475953099
1093,"CO","Marys Lake","Larimer",40.3647,-105.5131,0,"WAT","HYDRO",8.1,0,34085,0,0,0,0,0,0,0,34085,0,0,0,0,0,0,0,34085,0,34085,0,0.480368115451829,0,0,0,NA,NA,NA
1094,"CO","McPhee","Montezuma",37.3464,-107.8728,0,"WAT","HYDRO",1.2,0,4819,0,0,0,0,0,0,0,4819,0,0,0,0,0,0,0,4819,0,4819,0,0.458428462709285,0,0,0,NA,NA,NA
1095,"CO","Metro Wastewater Reclamation District","Adams",39.8078,-104.9542,1,"DG","BIOMASS",15,225711.8,38322.9,0,0,0,0,0,0,0,0,38322.9,0,0,0,0,0,0,38322.9,38322.9,0,0,0.291650684931507,0,0,0,0,0,0
1096,"CO","Morrow Point","Montrose",38.4522,-107.538,0,"WAT","HYDRO",173.2,0,271640,0,0,0,0,0,0,0,271640,0,0,0,0,0,0,0,271640,0,271640,0,0.179036561316924,0,0,0,NA,NA,NA
1097,"CO","North Fork Hydro Plant","Park",39.4128,-105.6117,0,"WAT","HYDRO",5.5,0,10833.6,0,0,0,0,0,0,0,10833.6,0,0,0,0,0,0,0,10833.6,0,10833.6,0,0.224856787048568,0,0,0,NA,NA,NA
1098,"CO","Northen Colorado Wind LLC","Logan",40.9881,-102.8969,0,"WND","WIND",174.3,0,446350,0,0,0,0,0,0,0,0,0,446350,0,0,0,0,0,446350,0,446350,0,0.292330443758072,0,0,0,NA,NA,NA
1099,"CO","Nucla","Montrose",38.2387,-108.5083,1,"BIT","COAL",113.8,6121260.3,480529,1171.06,927.09,630642.9,477627.1,2901.9,0,0,0,0,0,0,0,0,0,480529,0,480529,0,0.993961030447694,0.482029074479781,0.00192931123823952,1.31239300853851,0.0024370225314185,0.00019131027641481,0.103025009408602,0.000151454104965933
1100,"CO","OREG 4 Peetz","Logan",40.9925,-103.1917,1,"","WSTHTOTPUR",4.5,0,22304,0,0,0,0,0,0,0,0,0,0,0,0,0,22304,22304,0,22304,0,0,0.565804160324708,0,0,0,NA,NA,NA
1101,"CO","Palisade","Mesa",39.1058,-108.3661,0,"WAT","HYDRO",3,0,13280,0,0,0,0,0,0,0,13280,0,0,0,0,0,0,0,13280,0,13280,0,0.505327245053272,0,0,0,NA,NA,NA
1102,"CO","Pawnee","Morgan",40.2217,-103.6803,1,"SUB","COAL",552.3,36365751.9,3378350,4098.78,13143.8,3834234.4,3369129.6,0,9220.4,0,0,0,0,0,0,0,0,3378350,0,3378350,0,0.997270738674205,0.698273388908318,0.00389059748101884,1.13494291592049,0.0012132490712922,0.000112709892848386,0.105435312063491,0.000361433472794495
1103,"CO","Peetz Table Wind Energy","Logan",40.9456,-103.1644,0,"WND","WIND",199.5,0,618408,0,0,0,0,0,0,0,0,0,618408,0,0,0,0,0,618408,0,618408,0,0.353857245854362,0,0,0,NA,NA,NA
1104,"CO","Plains End","Jefferson",39.8578,-105.2226,1,"NG","GAS",114,346829,24836,234.8,0.57,20291.1,0,0,24836,0,0,0,0,0,0,0,0,24836,0,24836,0,0,0.0248698229592245,2.29505556450314e-05,0.817003543243679,0.00945401836044452,0.000676990678403478,0.0585046233158127,1.64346118692497e-06
1105,"CO","Plains End II LLC","Jefferson",39.8586,-105.2256,1,"NG","GAS",117.6,1445542,152898,978.63,2.38,84570.7,0,0,152898,0,0,0,0,0,0,0,0,152898,0,152898,0,0,0.14841929922654,1.55659328441183e-05,0.553118418815158,0.00640054153749559,0.000676998662093526,0.0585044917408142,1.64644126562909e-06
1106,"CO","Pole Hill","Larimer",40.3856,-105.0981,0,"WAT","HYDRO",38.2,0,161687,0,0,0,0,0,0,0,161687,0,0,0,0,0,0,0,161687,0,161687,0,0.4831785364221,0,0,0,NA,NA,NA
1107,"CO","Ponnequin","Weld",40.8414,-104.8764,0,"WND","WIND",26.4,0,49034,0,0,0,0,0,0,0,0,0,49034,0,0,0,0,0,49034,0,49034,0,0.212026082745261,0,0,0,NA,NA,NA
1108,"CO","Ponnequin Phase 1","Weld",39.9958,-104.8278,0,"WND","WIND",5.2,0,8708,0,0,0,0,0,0,0,0,0,8708,0,0,0,0,0,8708,0,8708,0,0.191166139796277,0,0,0,NA,NA,NA
1109,"CO","Pueblo","Pueblo",38.2664,-104.6152,1,"NG","GAS",32.5,6722.9,269,2.26,0.09,429.9,0,-199,468,0,0,0,0,0,0,0,0,269,0,269,0,0,0.000944854232525465,0.00033457249070632,1.59814126394052,0.00840148698884758,0.000336164452840292,0.0639456187062131,1.33870799803656e-05
1110,"CO","Rawhide","Larimer",40.8611,-105.0206,1,"SUB","COAL",800.4,22407211.1,2270392,1834.58,879.39,2326496.8,2204327.7,1030.3,65034,0,0,0,0,0,0,0,0,2270392,0,2270392,0,0.970901809026811,0.32380955640901,0.000387329588899186,1.02471150356414,0.000808045482894584,8.18745354704138e-05,0.10382803953679,3.92458479582941e-05
1111,"CO","Ray D Nixon","El Paso",38.6306,-104.7056,1,"SUB","COAL",278.6,18110845.8,1671993,1999.1,4077.55,1907868.6,1667948,1489,2556,0,0,0,0,0,0,0,0,1671993,0,1671993,0,0.997580731498278,0.685092537049238,0.00243873628657536,1.14107451406794,0.00119563897695744,0.000110381371586743,0.105343981229193,0.000225144095699826
1112,"CO","Redlands Water & Power","Mesa",39.0781,-108.5928,0,"WAT","HYDRO",1.4,0,8097,0,0,0,0,0,0,0,8097,0,0,0,0,0,0,0,8097,0,8097,0,0.660225048923679,0,0,0,NA,NA,NA
1113,"CO","Ridge Crest Wind Partners","Logan",40.9619,-103.1153,0,"WND","WIND",29.7,0,72974,0,0,0,0,0,0,0,0,0,72974,0,0,0,0,0,72974,0,72974,0,0.280483680027059,0,0,0,NA,NA,NA
1114,"CO","Rifle Generating Station","Garfield",39.5173,-107.7299,1,"NG","GAS",108.3,32413,5296,2.72,0.05,1896.3,0,0,5296,0,0,0,0,0,0,0,0,5296,0,5296,0,0,0.00558232880928589,9.44108761329305e-06,0.358062688821752,0.000513595166163142,8.391694690402e-05,0.0585043038287107,1.54259093573566e-06
1115,"CO","Rocky Ford","Otero",38.0492,-103.7136,1,"DFO","OIL",10,18147,1317,22.12,0.89,1484.6,0,1317,0,0,0,0,0,0,0,0,0,1317,0,1317,0,0,0.0150342465753425,0.00067577828397874,1.12725892179195,0.016795747911921,0.00121893425910619,0.0818096655094506,4.90439191050862e-05
1116,"CO","Rocky Mountain Energy Center","Weld",40.0911,-104.5947,1,"NG","GAS",704.9,21965228.7,2908574,80.35,6.58,1306688.2,0,0,2908574,0,0,0,0,0,0,0,0,2908574,0,2908574,0,0,0.471029926846063,2.26227697834059e-06,0.449253895551566,2.76252211564842e-05,3.65805433202705e-06,0.0594889412646999,2.99564374670044e-07
1117,"CO","Ruedi","Pitkin",39.3631,-106.8222,0,"WAT","HYDRO",5,0,15384,0,0,0,0,0,0,0,15384,0,0,0,0,0,0,0,15384,0,15384,0,0.351232876712329,0,0,0,NA,NA,NA
1118,"CO","Ruxton Park","El Paso",38.8277,-104.5171,0,"WAT","HYDRO",1.2,0,1196,0,0,0,0,0,0,0,1196,0,0,0,0,0,0,0,1196,0,1196,0,0.113774733637747,0,0,0,NA,NA,NA
1119,"CO","RV CSU Power II LLC","Larimer",40.5944,-105.1478,0,"SUN","SOLAR",3,0,70,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70,0,70,0,0.00266362252663623,0,0,0,NA,NA,NA
1120,"CO","RV CSU Power LLC","Larimer",40.5944,-105.1478,0,"SUN","SOLAR",1.9,0,3460.1,0,0,0,0,0,0,0,0,0,0,3460.1,0,0,0,0,3460.1,0,3460.1,0,0.207888728670993,0,0,0,NA,NA,NA
1121,"CO","Salida","Chaffee",38.5561,-106.0658,0,"WAT","HYDRO",1.4,0,2188,0,0,0,0,0,0,0,2188,0,0,0,0,0,0,0,2188,0,2188,0,0.178408349641226,0,0,0,NA,NA,NA
1122,"CO","Shoshone","Garfield",39.6147,-107.2867,0,"WAT","HYDRO",14.4,0,60927,0,0,0,0,0,0,0,60927,0,0,0,0,0,0,0,60927,0,60927,0,0.482995624048706,0,0,0,NA,NA,NA
1123,"CO","Spindle Hill Energy Center","Weld",40.0914,-104.8819,1,"NG","GAS",394,5963979,568882,115.21,1.79,354795.6,0,0,568882,0,0,0,0,0,0,0,0,568882,0,568882,0,0,0.164824537004844,3.14652247742063e-06,0.623671692899406,0.000202520030515995,1.93176401191218e-05,0.0594897466942791,3.00135194976374e-07
1124,"CO","Spring Canyon","Logan",40.983,-102.9647,0,"WND","WIND",60,0,202349,0,0,0,0,0,0,0,0,0,202349,0,0,0,0,0,202349,0,202349,0,0.384986681887367,0,0,0,NA,NA,NA
1125,"CO","Strontia Springs Hydro Plant","Douglas",39.4911,-105.0322,0,"WAT","HYDRO",1,0,7415.1,0,0,0,0,0,0,0,7415.1,0,0,0,0,0,0,0,7415.1,0,7415.1,0,0.846472602739726,0,0,0,NA,NA,NA
1126,"CO","Sugarloaf Hydro Plant","Lake",39.2542,-106.2942,0,"WAT","HYDRO",2.5,0,4797,0,0,0,0,0,0,0,4797,0,0,0,0,0,0,0,4797,0,4797,0,0.219041095890411,0,0,0,NA,NA,NA
1127,"CO","SunE Alamosa","Alamosa",37.715,-105.8786,0,"SUN","SOLAR",8.2,0,17608,0,0,0,0,0,0,0,0,0,0,17608,0,0,0,0,17608,0,17608,0,0.245127519768348,0,0,0,NA,NA,NA
1128,"CO","Tacoma","La Plata",37.2828,-107.8378,0,"WAT","HYDRO",4.4,0,16256,0,0,0,0,0,0,0,16256,0,0,0,0,0,0,0,16256,0,16256,0,0.421751764217518,0,0,0,NA,NA,NA
1129,"CO","Taylor Draw Hydroelectric Facility","Rio Blanco",40.0833,-108.0833,0,"WAT","HYDRO",2.3,0,11413,0,0,0,0,0,0,0,11413,0,0,0,0,0,0,0,11413,0,11413,0,0.566458209251539,0,0,0,NA,NA,NA
1130,"CO","TCP 272","Weld",40.0979,-104.7745,1,"NG","GAS",386.5,8185084,567356,977.46,2.46,486965.1,0,0,567356,0,0,0,0,0,0,0,0,567356,0,567356,0,0,0.167572229409228,4.33590197336417e-06,0.858306072377837,0.00172283363531892,0.000119419666310083,0.0594942092225321,3.00546701780947e-07
1131,"CO","Tesla","El Paso",38.9906,-104.8603,0,"WAT","HYDRO",27.6,0,70131,0,0,0,0,0,0,0,70131,0,0,0,0,0,0,0,70131,0,70131,0,0.290066011514791,0,0,0,NA,NA,NA
1132,"CO","Thermo Greeley","Weld",40.4406,-104.6863,1,"NG","GAS",37,668472.6,116928,92.25,1.06,39108.6,0,0,116928,0,0,0,0,0,0,0,0,116928,0,116928,0,0,0.360755275823769,9.06540777230432e-06,0.33446736453202,0.000788947044334975,0.000138001168634287,0.0585044173837492,1.58570448512026e-06
1133,"CO","Thermo Power & Electric","Weld",40.4084,-104.6843,1,"NG","GAS",110.8,741283.4,121851,57.08,1.22,43368.4,0,0,121851,0,0,0,0,0,0,0,0,121851,0,121851,0,0,0.125540898076257,1.00122280490107e-05,0.355913369607143,0.00046844096478486,7.70015894056173e-05,0.0585044802028482,1.64579430754823e-06
1134,"CO","Towaoc","Montezuma",37.3349,-108.5954,0,"WAT","HYDRO",11.4,0,14931,0,0,0,0,0,0,0,14931,0,0,0,0,0,0,0,14931,0,14931,0,0.14951333813987,0,0,0,NA,NA,NA
1135,"CO","Trinidad","Las Animas",37.1427,-104.5501,1,"DFO","OIL",12.9,711,56,0.77,0.02,54.2,0,42.4,13.6,0,0,0,0,0,0,0,0,56,0,56,0,0,0.000495557679374181,0.000357142857142857,0.967857142857143,0.01375,0.00108298171589311,0.0762306610407876,2.81293952180028e-05
1136,"CO","Twin Buttes Wind Project","Bent",37.8669,-102.7403,0,"WND","WIND",75,0,269363,0,0,0,0,0,0,0,0,0,269363,0,0,0,0,0,269363,0,269363,0,0.409989345509893,0,0,0,NA,NA,NA
1137,"CO","University of Colorado","Boulder",40.0153,-105.27,1,"NG","GAS",33,30750.1,4245.3,2.37,0.06,1799.5,0,2.1,4243.1,0,0,0,0,0,0,0,0,4245.3,0,4245.3,0,0,0.0146855541718555,1.41332768002261e-05,0.423880526700115,0.000558264433608932,7.70729200880648e-05,0.0585201348938703,1.95121316678645e-06
1138,"CO","Upper Molina","Mesa",39.0128,-108.4664,0,"WAT","HYDRO",8.6,0,25543,0,0,0,0,0,0,0,25543,0,0,0,0,0,0,0,25543,0,25543,0,0.339054369756823,0,0,0,NA,NA,NA
1139,"CO","Vallecito Hydroelectric","La Plata",37.3667,-107.6167,0,"WAT","HYDRO",5.8,0,19370,0,0,0,0,0,0,0,19370,0,0,0,0,0,0,0,19370,0,19370,0,0.381239174933081,0,0,0,NA,NA,NA
1140,"CO","Valmont","Boulder",40.0195,-105.202,1,"BIT","COAL",251,11949176.5,1090643,2057.31,1137.5,1231256.4,1044439.1,0,46203.9,0,0,0,0,0,0,0,0,1090643,0,1090643,0,0.957636091736709,0.49602639669632,0.00104296272932573,1.12892706412639,0.00188632760674208,0.000172171697355044,0.103041109150911,9.51948445987052e-05
1141,"CO","Valmont Combustion Turbine Project","Boulder",40.0197,-105.202,1,"NG","GAS",142.2,101647.3,12240,4.46,0.03,6046.4,0,0,12240,0,0,0,0,0,0,0,0,12240,0,12240,0,0,0.00982602161724756,2.45098039215686e-06,0.493986928104575,0.00036437908496732,4.3877210708007e-05,0.0594841181221734,2.95138188618881e-07
1142,"CO","W N Clark","Fremont",38.4344,-105.25,1,"BIT","COAL",43.7,3386468.3,257333,1651.53,1327.05,347192.4,255128.2,0,0,0,0,2204.8,0,0,0,0,0,255128.2,2204.8,257333,0,0.991432113254033,0.672217694325152,0.00515693673178333,1.34919501191064,0.00641787100760493,0.000487685061159439,0.102523446033734,0.000391868425285422
1143,"CO","Williams Fork Hydro Plant","Grand",39.8972,-106.0922,0,"WAT","HYDRO",3,0,528.7,0,0,0,0,0,0,0,528.7,0,0,0,0,0,0,0,528.7,0,528.7,0,0.0201179604261796,0,0,0,NA,NA,NA
1144,"CO","Williams Ignacio Gasoline Plant","La Plata",37.1433,-107.7847,1,"","WSTHTOTPUR",6.1,0,47437,0,0,0,0,0,0,0,0,0,0,0,0,0,47437,47437,0,47437,0,0,0.887734860393742,0,0,0,NA,NA,NA
1145,"CO","WWRF Solar Plant","Garfield",39.5233,-107.8117,0,"SUN","SOLAR",1.7,0,3115,0,0,0,0,0,0,0,0,0,0,3115,0,0,0,0,3115,0,3115,0,0.209172710179962,0,0,0,NA,NA,NA
1146,"CO","Zuni","Denver",39.7369,-105.0169,1,"NG","GAS",115.2,297372.2,3625,34.23,0.09,17689.9,0,-0.7,3625.7,0,0,0,0,0,0,0,0,3625,0,3625,0,0,0.00359212487316083,2.48275862068965e-05,4.8799724137931,0.00944275862068965,0.000115108271721432,0.0594874033282197,3.02651021178173e-07
1147,"CT","A L Pierce","New Haven",41.4485,-72.834,1,"NG","GAS",84,85340.6,5145,4.22,0.11,5448.3,0,1513,3632,0,0,0,0,0,0,0,0,5145,0,5145,0,0,0.00699200913242009,2.1379980563654e-05,1.05895043731778,0.000820213799805637,4.94489141159073e-05,0.0638418290942412,1.28895273761844e-06
1148,"CT","AES Thames","New London",41.4282,-72.1005,1,"BIT","COAL",213.9,11962211.1,1390984,369.19,752.32,1234083.2,1388324,2660,0,0,0,0,0,0,0,0,0,1390984,0,1390984,0,0.9980876846894,0.742347488797949,0.000540854531755937,0.887201578163372,0.000265416424631771,3.08630233084584e-05,0.103165141434429,6.28913830153023e-05
1149,"CT","Algonquin Windsor Locks","Hartford",41.9227,-72.6255,1,"NG","GAS",56,1839199,300234,127.17,3.17,109783.3,0,2623.9,297610.1,0,0,0,0,0,0,0,0,300234,0,300234,0,0,0.612022994129159,1.05584310904161e-05,0.365659119220341,0.000423569615699754,6.91442307221785e-05,0.0596908219284591,1.72357640472836e-06
1150,"CT","American Ref-Fuel of SE CT","New London",41.475,-72.0688,1,"MSB","BIOMASS",16.9,2659972.4,139529,421.73,869.45,265233.4,0,1172.3,0,0,0,72914,0,0,0,65442.7,0,66615,72914,139529,0,0,0.942483315770987,0.00623132108737252,1.90091952210652,0.00302252578317052,0.000158546757853578,0.0997128391256992,0.00032686429377989
